ModelName,BERTScore Precision (Mean),BERTScore Recall (Mean),BERTScore F1 (Mean)
gemma2_9b,0.82,0.79,0.81
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.87,0.88,0.87
gemma2_9b,0.85,0.88,0.87
gemma2_9b,0.88,0.88,0.88
gemma2_9b,0.86,0.87,0.87
gemma2_9b,0.78,0.81,0.8
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.8,0.86,0.83
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.86,0.83,0.84
gemma2_9b,0.83,0.76,0.8
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.86,0.85,0.86
gemma2_9b,0.82,0.81,0.81
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.86,0.83,0.84
gemma2_9b,0.86,0.83,0.84
gemma2_9b,0.85,0.8,0.82
gemma2_9b,0.88,0.81,0.84
gemma2_9b,0.81,0.84,0.82
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.82,0.81,0.81
gemma2_9b,0.85,0.82,0.84
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.84,0.88,0.86
gemma2_9b,0.86,0.82,0.84
gemma2_9b,0.83,0.84,0.84
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.86,0.82,0.84
gemma2_9b,0.82,0.81,0.81
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.83,0.8,0.82
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.86,0.81,0.84
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.78,0.81,0.79
gemma2_9b,0.85,0.8,0.82
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.79,0.8,0.8
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.85,0.8,0.82
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.81,0.8,0.8
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.86,0.73,0.79
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.81,0.8,0.8
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.83,0.8,0.82
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.75,0.79
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.78,0.85,0.82
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.79,0.81,0.8
gemma2_9b,0.83,0.86,0.85
gemma2_9b,0.86,0.81,0.83
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.82,0.72,0.76
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.8,0.83,0.82
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.84,0.79,0.82
gemma2_9b,0.86,0.86,0.86
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.83,0.89,0.86
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.86,0.87,0.86
gemma2_9b,0.86,0.82,0.84
gemma2_9b,0.81,0.82,0.82
gemma2_9b,0.9,0.87,0.89
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.86,0.88,0.87
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.82,0.81,0.82
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.86,0.86,0.86
gemma2_9b,0.85,0.8,0.83
gemma2_9b,0.87,0.86,0.86
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.83,0.74,0.78
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.85,0.8,0.82
gemma2_9b,0.87,0.85,0.86
gemma2_9b,0.84,0.72,0.77
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.82,0.76,0.79
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.87,0.89,0.88
gemma2_9b,0.86,0.87,0.86
gemma2_9b,0.87,0.84,0.85
gemma2_9b,0.81,0.8,0.81
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.83,0.8,0.82
gemma2_9b,0.82,0.78,0.8
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.81,0.82,0.82
gemma2_9b,0.74,0.82,0.77
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.83,0.84,0.84
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.79,0.8,0.8
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.83,0.84,0.84
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.89,0.86,0.87
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.86,0.81,0.83
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.83,0.78,0.81
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.82,0.86,0.84
gemma2_9b,0.79,0.79,0.79
gemma2_9b,0.81,0.78,0.8
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.82,0.79,0.8
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.86,0.83,0.84
gemma2_9b,0.81,0.79,0.8
gemma2_9b,0.87,0.84,0.86
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.8,0.84,0.82
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.82,0.81,0.82
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.83,0.78,0.8
gemma2_9b,0.84,0.8,0.81
gemma2_9b,0.83,0.82,0.82
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.8,0.81,0.81
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.8,0.8,0.8
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.78,0.86,0.82
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.86,0.84,0.85
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.81,0.85,0.83
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.88,0.86
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.86,0.79,0.82
gemma2_9b,0.87,0.84,0.85
gemma2_9b,0.82,0.79,0.8
gemma2_9b,0.83,0.86,0.85
gemma2_9b,0.82,0.81,0.81
gemma2_9b,0.86,0.89,0.87
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.86,0.83,0.84
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.84,0.79,0.81
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.83,0.82,0.82
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.86,0.87,0.87
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.84,0.79,0.81
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.85,0.79,0.82
gemma2_9b,0.83,0.78,0.8
gemma2_9b,0.85,0.8,0.83
gemma2_9b,0.83,0.8,0.82
gemma2_9b,0.87,0.85,0.86
gemma2_9b,0.81,0.8,0.8
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.86,0.81,0.84
gemma2_9b,0.86,0.85,0.86
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.83,0.8,0.82
gemma2_9b,0.84,0.79,0.82
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.86,0.85,0.86
gemma2_9b,0.86,0.85,0.86
gemma2_9b,0.82,0.72,0.77
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.82,0.86,0.84
gemma2_9b,0.85,0.89,0.87
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.83,0.8,0.82
gemma2_9b,0.86,0.87,0.86
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.87,0.84,0.86
gemma2_9b,0.85,0.86,0.86
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.83,0.82,0.82
gemma2_9b,0.81,0.82,0.81
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.81,0.81,0.81
gemma2_9b,0.88,0.86,0.87
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.8,0.82,0.81
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.82,0.79,0.8
gemma2_9b,0.88,0.82,0.85
gemma2_9b,0.84,0.85,0.85
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.88,0.89,0.88
gemma2_9b,0.83,0.84,0.84
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.79,0.83,0.81
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.87,0.87,0.87
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.84,0.7,0.76
gemma2_9b,0.87,0.86,0.86
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.86,0.84,0.85
gemma2_9b,0.86,0.82,0.84
gemma2_9b,0.86,0.87,0.86
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.82,0.86,0.84
gemma2_9b,0.8,0.81,0.81
gemma2_9b,0.85,0.89,0.87
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.83,0.82,0.82
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.87,0.83,0.85
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.86,0.8,0.83
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.87,0.82,0.84
gemma2_9b,0.87,0.85,0.86
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.87,0.82,0.84
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.84,0.88,0.86
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.83,0.77,0.8
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.84,0.85,0.85
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.83,0.82,0.82
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.8,0.79,0.79
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.83,0.78,0.81
gemma2_9b,0.88,0.88,0.88
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.81,0.77,0.79
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.83,0.72,0.77
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.84,0.79,0.82
gemma2_9b,0.81,0.78,0.8
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.87,0.83,0.85
gemma2_9b,0.83,0.82,0.82
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.83,0.76,0.79
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.84,0.78,0.81
gemma2_9b,0.87,0.83,0.85
gemma2_9b,0.87,0.84,0.85
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.81,0.86,0.84
gemma2_9b,0.83,0.88,0.86
gemma2_9b,0.86,0.85,0.86
gemma2_9b,0.86,0.8,0.83
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.86,0.81,0.83
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.87,0.87,0.87
gemma2_9b,0.86,0.87,0.86
gemma2_9b,0.82,0.88,0.85
gemma2_9b,0.85,0.88,0.86
gemma2_9b,0.88,0.87,0.87
gemma2_9b,0.82,0.81,0.82
gemma2_9b,0.86,0.85,0.86
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.87,0.85,0.86
gemma2_9b,0.81,0.84,0.83
gemma2_9b,0.82,0.86,0.84
gemma2_9b,0.8,0.82,0.81
gemma2_9b,0.84,0.87,0.85
gemma2_9b,0.81,0.82,0.81
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.86,0.88,0.87
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.86,0.83,0.85
gemma2_9b,0.86,0.84,0.85
gemma2_9b,0.86,0.82,0.84
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.84,0.85,0.85
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.86,0.75,0.8
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.88,0.86,0.87
gemma2_9b,0.85,0.86,0.86
gemma2_9b,0.87,0.81,0.84
gemma2_9b,0.83,0.79,0.81
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.86,0.83,0.84
gemma2_9b,0.8,0.85,0.82
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.81,0.82,0.81
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.81,0.84,0.83
gemma2_9b,0.82,0.8,0.81
gemma2_9b,0.86,0.86,0.86
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.89,0.86,0.88
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.85,0.77,0.81
gemma2_9b,0.8,0.81,0.8
gemma2_9b,0.82,0.81,0.81
gemma2_9b,0.81,0.8,0.8
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.81,0.81,0.81
gemma2_9b,0.88,0.84,0.86
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.85,0.82,0.84
gemma2_9b,0.88,0.86,0.87
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.8,0.79,0.8
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.79,0.71,0.75
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.85,0.86,0.86
gemma2_9b,0.78,0.81,0.8
gemma2_9b,0.83,0.86,0.85
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.87,0.82,0.84
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.84,0.79,0.81
gemma2_9b,0.86,0.81,0.83
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.86,0.87,0.87
gemma2_9b,0.84,0.79,0.81
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.82,0.87,0.84
gemma2_9b,0.71,0.78,0.74
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.87,0.82,0.84
gemma2_9b,0.87,0.84,0.85
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.87,0.87,0.87
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.85,0.82,0.84
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.81,0.85,0.83
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.81,0.81,0.81
gemma2_9b,0.86,0.9,0.88
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.82,0.85,0.84
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.83,0.86,0.85
gemma2_9b,0.83,0.77,0.8
gemma2_9b,0.78,0.83,0.8
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.84,0.87,0.86
gemma2_9b,0.84,0.79,0.81
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.84,0.76,0.8
gemma2_9b,0.88,0.81,0.84
gemma2_9b,0.8,0.79,0.79
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.86,0.85,0.85
gemma2_9b,0.85,0.86,0.86
gemma2_9b,0.81,0.86,0.83
gemma2_9b,0.84,0.87,0.85
gemma2_9b,0.86,0.88,0.87
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.88,0.86,0.87
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.86,0.87,0.86
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.8,0.85,0.82
gemma2_9b,0.84,0.78,0.81
gemma2_9b,0.84,0.79,0.82
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.84,0.79,0.82
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.81,0.82,0.82
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.8,0.81,0.8
gemma2_9b,0.84,0.83,0.84
gemma2_9b,0.8,0.83,0.81
gemma2_9b,0.78,0.79,0.79
gemma2_9b,0.86,0.86,0.86
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.84,0.85,0.85
gemma2_9b,0.86,0.82,0.84
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.87,0.83,0.85
gemma2_9b,0.81,0.84,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.81,0.85,0.83
gemma2_9b,0.85,0.82,0.84
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.88,0.85,0.87
gemma2_9b,0.83,0.78,0.81
gemma2_9b,0.87,0.79,0.83
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.82,0.81,0.82
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.88,0.86,0.87
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.84,0.85,0.85
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.85,0.87,0.86
gemma2_9b,0.84,0.88,0.86
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.81,0.82,0.82
gemma2_9b,0.84,0.75,0.79
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.86,0.81,0.83
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.84,0.79,0.81
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.82,0.78,0.8
gemma2_9b,0.84,0.77,0.81
gemma2_9b,0.85,0.8,0.82
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.87,0.87,0.87
gemma2_9b,0.82,0.88,0.84
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.83,0.84,0.84
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.87,0.84,0.85
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.89,0.86,0.87
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.86,0.79,0.83
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.84,0.76,0.8
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.87,0.87,0.87
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.86,0.84,0.85
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.78,0.81,0.8
gemma2_9b,0.84,0.72,0.78
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.82,0.83,0.83
gemma2_9b,0.85,0.82,0.84
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.81,0.75,0.78
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.83,0.84,0.84
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.83,0.78,0.8
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.83,0.78,0.81
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.81,0.78,0.8
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.84,0.86,0.85
gemma2_9b,0.84,0.8,0.82
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.81,0.82,0.81
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.85,0.86,0.86
gemma2_9b,0.84,0.88,0.86
gemma2_9b,0.83,0.85,0.84
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.86,0.9,0.88
gemma2_9b,0.86,0.88,0.87
gemma2_9b,0.82,0.78,0.8
gemma2_9b,0.85,0.81,0.83
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.86,0.8,0.83
gemma2_9b,0.82,0.87,0.84
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.85,0.8,0.82
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.84,0.82,0.83
gemma2_9b,0.81,0.88,0.85
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.83,0.81,0.82
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.87,0.85,0.86
gemma2_9b,0.83,0.86,0.84
gemma2_9b,0.85,0.86,0.86
gemma2_9b,0.81,0.8,0.8
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.85,0.84,0.85
gemma2_9b,0.84,0.75,0.79
gemma2_9b,0.86,0.81,0.83
gemma2_9b,0.83,0.8,0.81
gemma2_9b,0.82,0.84,0.83
gemma2_9b,0.82,0.86,0.84
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.84,0.81,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.86,0.84,0.85
gemma2_9b,0.85,0.86,0.85
gemma2_9b,0.87,0.81,0.84
gemma2_9b,0.84,0.79,0.82
gemma2_9b,0.84,0.81,0.82
gemma2_9b,0.82,0.81,0.81
gemma2_9b,0.82,0.82,0.82
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.83,0.84,0.83
gemma2_9b,0.86,0.84,0.85
gemma2_9b,0.86,0.86,0.86
gemma2_9b,0.85,0.83,0.84
gemma2_9b,0.81,0.83,0.82
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.85,0.82,0.83
gemma2_9b,0.84,0.84,0.84
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.82,0.83,0.82
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.87,0.85,0.86
gemma2_9b,0.85,0.85,0.85
gemma2_9b,0.88,0.85,0.86
gemma2_9b,0.86,0.89,0.87
gemma2_9b,0.87,0.81,0.84
gemma2_9b,0.84,0.85,0.84
gemma2_9b,0.85,0.88,0.87
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.83,0.83,0.83
gemma2_9b,0.82,0.85,0.83
gemma2_9b,0.89,0.85,0.87
gemma2_9b,0.87,0.84,0.85
gemma2_9b,0.84,0.83,0.83
gemma2_9b,0.84,0.85,0.85
gemma2_9b,0.87,0.86,0.86
gemma2_9b,0.85,0.77,0.81
gemma2_9b,0.85,0.84,0.84
gemma2_9b,0.83,0.82,0.83
gemma2_9b,0.83,0.84,0.83
